Date,High,Low,Open,Close,Volume
2018-06-08,1138.78,1123.23,1131.21,1132.71,1363479
2018-06-07,1145.865,1126.12,1144.58,1134.42,1804825
2018-06-06,1154.7139,1136.3201,1152.77,1146.95,1746129
2018-06-05,1161.0964,1147.46,1154.66,1151.02,1643828
2018-06-04,1157.8573,1137,1138.5,1153.04,2236173
2018-06-01,1138.16,1112.0101,1112.87,1135,3156763
2018-05-31,1110,1078,1082,1100,3964976
2018-05-30,1078.99,1066.55,1073.48,1077.47,1423543
2018-05-29,1081.34,1063.08,1076,1068.07,1795685
2018-05-25,1089.57,1082.6,1086.55,1084.08,1101179
2018-05-24,1087.12,1072.3,1086.9,1085.45,1026860
2018-05-23,1088,1066.96,1070,1085.96,1185993
2018-05-22,1091.8,1072.26,1089.8,1075.31,1110885
2018-05-21,1093.3,1078,1079,1084.01,1256781
2018-05-18,1073.73,1064.68,1066,1069.64,1771151
2018-05-17,1091,1076.42,1081.46,1081.26,1285418
2018-05-16,1094.3825,1081.6301,1085.09,1084.09,1280674
2018-05-15,1099.12,1078.78,1096.9,1084.87,1785306
2018-05-14,1118.15,1104.8,1105.57,1106.6,1965381
2018-05-11,1109.01,1097.22,1100.41,1103.38,1524674
2018-05-10,1109.41,1093.88,1095,1105.47,1819795
2018-05-09,1094,1062.11,1064.1,1088.95,2352271
2018-05-08,1065.23,1051.641,1064.62,1058.59,1273984
2018-05-07,1065,1050.2697,1053.89,1059.46,1724172
2018-05-04,1051.8792,1018.05,1019.61,1051,1842888
2018-05-03,1030.69,1007.89,1025.37,1026.3,1952952
2018-05-02,1043.98,1023.16,1034,1026.05,1667720
2018-05-01,1041.73,1010.61,1016.3,1040.75,1762608
2018-04-30,1038.37,1018.3,1034.42,1018.58,1719329
2018-04-27,1051.695,1027.59,1045.54,1031.45,2035027
2018-04-26,1052.02,1020.45,1033.22,1043.31,2517613
2018-04-25,1036.07,1017.01,1029.75,1022.99,2817823
2018-04-24,1064.49,1012.855,1059.2,1022.64,6385045
2018-04-23,1088,1066.68,1082.98,1073.81,3415873
2018-04-20,1094.75,1072.1,1084.27,1077.32,2102478
2018-04-19,1097.51,1069.02,1069.02,1089.45,1985396
2018-04-18,1082,1070.515,1079.01,1075.39,1545137
2018-04-17,1085,1057.0901,1061.2,1079.36,2725880
2018-04-16,1051.4295,1033.92,1045.55,1046.1,1488006
2018-04-13,1052.98,1030.15,1046.89,1036.04,1227585
2018-04-12,1044.65,1026.05,1031.47,1037.29,1642796
2018-04-11,1035.87,1019.2,1032,1025.06,1649928
2018-04-10,1041.21,1015.41,1030.26,1036.5,1832822
2018-04-09,1044.59,1019.2,1020.04,1020.09,1658797
2018-04-06,1036,1006.2501,1023.1,1009.95,2004659
2018-04-05,1046.71,1024,1046.39,1032.64,1745491
2018-04-04,1032.74,996.51,998.23,1029.71,2533032
2018-04-03,1025,997.245,1016.15,1018.68,2565399
2018-04-02,1039.53,994.25,1027.62,1012.63,3244444
2018-03-29,1048.05,1004.04,1011.21,1037.14,3465316
2018-03-28,1024.99,984,1001.91,1005.18,3880265
2018-03-27,1064.54,997.62,1063.9,1006.94,3020932
2018-03-26,1059.27,1010.58,1050.6,1054.09,3295560
2018-03-23,1066.7799,1024.87,1051.37,1026.55,2488884
2018-03-22,1083.92,1049.64,1080.01,1053.15,3424001
2018-03-21,1108.7,1087.21,1092.57,1094,2213051
2018-03-20,1105.55,1082.42,1098.4,1095.8,2729342
2018-03-19,1119.37,1088.92,1117.76,1100.07,3092245
2018-03-16,1156.81,1131.36,1155.35,1134.42,2711479
2018-03-15,1162.5,1135.66,1149.57,1150.61,1665598
2018-03-14,1159.7599,1142.35,1145.8,1148.89,2092946
2018-03-13,1178,1134.57,1171.83,1139.91,2153897
2018-03-12,1178.16,1159.2,1165.05,1165.93,2198182
2018-03-09,1161,1134.29,1139.5,1160.84,2130889
2018-03-08,1131.44,1117.2,1117.2,1129.38,1726412
2018-03-07,1116.2,1089.9102,1092.82,1115.04,1489488
2018-03-06,1105.63,1094.5,1102.103,1100.9,1160359
2018-03-05,1101.18,1072.2701,1078.13,1094.76,1366391
2018-03-02,1086.89,1050.11,1057.98,1084.14,2462459
2018-03-01,1111.2732,1067.285,1109.54,1071.41,2763443
2018-02-28,1127.65,1103,1122,1103.92,2456040
2018-02-27,1144.25,1116.7901,1143.7,1117.51,2135306
2018-02-26,1144.2,1129.34,1131.86,1143.7,1503166
2018-02-23,1129,1108.4373,1118.66,1128.09,1262837
2018-02-22,1125.46,1105.15,1119.17,1109.9,1398673
2018-02-21,1136.2,1107.51,1109.1,1113.75,2071384
2018-02-20,1116.29,1090,1092.76,1103.59,1683724
2018-02-16,1108.31,1091.55,1093.38,1095.5,1993147
2018-02-15,1094.1,1067.23,1083.45,1091.36,1858866
2018-02-14,1075.47,1049.8,1054.32,1072.7,2057532
2018-02-13,1061.22,1046.92,1050,1054.14,1575967
2018-02-12,1065.57,1045.49,1056.67,1054.56,2804888
2018-02-09,1051.72,997,1025.88,1046.27,4912365
2018-02-08,1063.93,1004.7,1059.87,1007.71,3330234
2018-02-07,1086.53,1054.62,1084.97,1055.41,2584451
2018-02-06,1087.375,1030.01,1033.98,1084.43,3805467
2018-02-05,1114.99,1056.74,1100.61,1062.39,4151504
2018-02-02,1131.3,1111.17,1127.42,1119.2,5831818
2018-02-01,1187.45,1169.36,1175.99,1181.59,3617850
2018-01-31,1186.32,1172.1,1183.81,1182.22,1788813
2018-01-30,1187.93,1174.51,1177.72,1177.37,1813553
2018-01-29,1198,1184.06,1188,1186.48,1570320
2018-01-26,1187.56,1168.03,1187.53,1187.56,2097874
2018-01-25,1185,1171.84,1180.71,1182.14,1486658
2018-01-24,1187.05,1167.401,1184.98,1171.29,1845809
2018-01-23,1178.51,1167.25,1170.62,1176.17,1940085
2018-01-22,1166.88,1141.82,1143.82,1164.16,1475670
2018-01-19,1143.7797,1132.5,1138.03,1143.5,1449097
2018-01-18,1140.585,1124.465,1139.35,1135.97,1372015
2018-01-17,1139.32,1123.49,1136.36,1139.1,1389212
2018-01-16,1148.88,1126.66,1140.31,1130.7,1803008
2018-01-12,1131.3025,1108.0101,1110.1,1130.65,1926815
2018-01-11,1114.85,1106.48,1112.31,1112.05,1109701
2018-01-10,1112.78,1103.9842,1107,1110.14,1036362
2018-01-09,1118.44,1108.201,1118.44,1112.79,1338828
2018-01-08,1119.16,1110,1111,1114.21,1231344
2018-01-05,1113.5799,1101.795,1103.45,1110.29,1512493
2018-01-04,1104.0765,1094.26,1097.09,1095.76,1302470
2018-01-03,1096.1,1073.43,1073.93,1091.52,1564410
2018-01-02,1075.98,1053.02,1053.02,1073.21,1587358
2017-12-29,1058.05,1052.7,1055.49,1053.4,1178433
2017-12-28,1064.84,1053.38,1062.25,1055.95,993945
2017-12-27,1068.27,1058.38,1066.6,1060.2,1115893
2017-12-26,1068.86,1058.6401,1068.64,1065.85,918251
2017-12-22,1071.72,1067.64,1070,1068.86,885293
2017-12-21,1077.52,1069,1075.39,1070.85,1247608
2017-12-20,1081.235,1068.6,1080.92,1073.56,1435721
2017-12-19,1084.975,1072.2704,1083.02,1079.78,1291608
2017-12-18,1086.49,1070.37,1076.45,1085.09,1512241
2017-12-15,1075.25,1060.0901,1063.78,1072,3184555
2017-12-14,1067.08,1053.595,1055.49,1057.47,1545568
2017-12-13,1055.48,1046.58,1052.08,1051.39,1383935
2017-12-12,1062.5,1044.87,1050,1048.77,1692799
2017-12-11,1056,1044.12,1051.11,1051.97,1161981
2017-12-08,1056.42,1045.86,1051.81,1049.38,1491994
2017-12-07,1048.92,1035.36,1036.07,1044.57,1542074
2017-12-06,1039.58,1015.31,1016.52,1032.72,1380665
2017-12-05,1036.68,1002.315,1010.99,1019.6,1948970
2017-12-04,1031.34,1009.22,1027.8,1011.87,1938233
2017-12-01,1037.245,1016.9,1030.41,1025.07,1867088
2017-11-30,1044.1399,1030.07,1039.94,1036.17,2232482
2017-11-29,1058.77,1029.6533,1056.18,1037.38,2789533
2017-11-28,1080,1054.54,1073.99,1063.29,1819336
2017-11-27,1073.035,1054.7713,1058.57,1072.01,1771183
2017-11-24,1060.07,1051.92,1054.39,1056.52,825369
2017-11-22,1055.43,1047.25,1051.16,1051.92,726428
2017-11-21,1050.39,1039.14,1040.04,1050.3,1080867
2017-11-20,1038.695,1032.675,1036,1034.66,857692
2017-11-17,1051,1033.73,1049.8,1035.89,1334171
2017-11-16,1051.76,1038,1038.75,1048.47,1137569
2017-11-15,1039.63,1030.76,1035,1036.41,903823
2017-11-14,1042.3,1029.33,1037.72,1041.64,1049579
2017-11-13,1048.74,1039.26,1040.8,1041.2,940083
2017-11-10,1046.63,1041.22,1043.87,1044.15,970438
2017-11-09,1050.88,1035.85,1048,1047.72,1793882
2017-11-08,1062.691,1047.05,1050.05,1058.29,1214458
2017-11-07,1053.41,1043,1049.65,1052.39,1303523
2017-11-06,1052.59,1042,1049.1,1042.68,913890
2017-11-03,1050.66,1037.65,1042.75,1049.99,1385129
2017-11-02,1045.52,1028.66,1039.99,1042.97,1334054
2017-11-01,1047.86,1034,1036.315,1042.595,2132655
2017-10-31,1041,1026.295,1033,1033.04,1502091
2017-10-30,1039.83,1022.33,1029.16,1033.13,2339218
2017-10-27,1063.62,1026.85,1030.99,1033.67,5182669
2017-10-26,1006.51,990.47,998.47,991.42,2341752
2017-10-25,994.43,977.722,986.27,991.46,1398153
2017-10-24,989.26,977.08,986.5,988.49,1437362
2017-10-23,1005.7938,983.1,1005.18,985.54,1637624
2017-10-20,1008.65,1002.27,1007.05,1005.07,1605177
2017-10-19,1007.322,997.3,1004.75,1001.84,1681370
2017-10-18,1016.3091,1005.32,1011.05,1012.74,1278729
2017-10-17,1014.56,1006.05,1007.44,1011,1006931
2017-10-16,1012,1001.52,1009.63,1009.35,1069349
2017-10-13,1014.76,1007.06,1009.11,1007.87,1327076
2017-10-12,1011.5388,1001.1,1003.84,1005.65,1540348
2017-10-11,1007.565,987.94,989.04,1005.65,1813182
2017-10-10,997.47,981.11,995.3,987.8,1163319
2017-10-09,1000.46,991.5,995,992.31,1294495
2017-10-06,994.26,978.51,980,993.64,1551905
2017-10-05,986.5085,970.27,972.79,985.19,1778767
2017-10-04,974.4,965.61,971.76,966.78,1056204
2017-10-03,972.44,962.705,967.56,972.08,1083811
2017-10-02,977.74,961.95,975.65,967.47,1536652
2017-09-29,975.81,966,966,973.72,2026337
2017-09-28,966.18,955.55,956.25,964.81,1400397
2017-09-27,965.43,941.95,942.74,959.9,2332282
2017-09-26,944.08,935.12,936.69,937.43,1628565
2017-09-25,939.75,924.5101,939.45,934.28,1869992
2017-09-22,950,940.835,942.77,943.26,1074266
2017-09-21,952.8,939.38,948.13,947.55,1307418
2017-09-20,950,937.5,937.73,947.54,1922862
2017-09-19,937.94,926.66,933.41,936.86,1232224
2017-09-18,936.86,925.4,935.01,929.75,1456206
2017-09-15,941.75,931.25,940.09,935.29,1956538
2017-09-14,948.03,938.356,946,940.13,1424567
2017-09-13,952.85,944.74,945.5,950.44,1094735
2017-09-12,948.085,937.5,946.92,946.65,1283580
2017-09-11,952.68,941,947.2,943.29,1336181
2017-09-08,950.7,940.01,949.7,941.41,999254
2017-09-07,950.4965,937.53,944.25,949.89,1115442
2017-09-06,944.5,932.68,943.87,942.02,1390301
2017-09-05,951.3854,935.6,946.86,941.48,1458147
2017-09-01,958.33,950.28,957.47,951.99,1040545
2017-08-31,957.195,946.25,946.3,955.24,1692138
2017-08-30,945.86,934.05,935.67,943.63,1118563
2017-08-29,938.19,919.31,919.95,935.75,1158354
2017-08-28,934.85,926.11,931.88,928.13,1044123
2017-08-25,940.73,930.1,939.21,930.5,1184541
2017-08-24,946.31,930.74,943.71,936.89,1294082
2017-08-23,945.425,935.24,937,942.58,1133170
2017-08-22,941.9617,926.17,926.96,940.4,1759671
2017-08-21,928.25,918.6,925.77,920.87,1299116
2017-08-18,931.02,923.45,926.98,926.18,1334709
2017-08-17,943.81,927.64,942.95,927.66,1673792
2017-08-16,949.9,940.0391,941.25,944.27,1343195
2017-08-15,943.07,936.64,941.03,938.08,1103653
2017-08-14,941.04,934.485,939.07,938.93,1149516
2017-08-11,933.36,921.22,923.71,930.09,1615509
2017-08-10,936.3,921.7768,935,923.59,2704040
2017-08-09,943.76,933.92,938.45,940.08,1396204
2017-08-08,952.49,942.48,944.29,944.19,1499665
2017-08-07,948.96,943.5,947.52,945.75,1444154
2017-08-04,947.54,939.795,943.95,945.79,1202478
2017-08-03,950,939.44,949.1,940.3,1051251
2017-08-02,949.1,932.521,948.37,947.64,2037607
2017-08-01,954.49,944.96,947.81,946.56,1324952
2017-07-31,961.1925,941.725,960,945.5,2289972
2017-07-28,961.79,945.31,947.99,958.33,1813698
2017-07-27,969.52,937.06,969.18,952.51,3710908
2017-07-26,973.95,960.23,972.78,965.31,2190430
2017-07-25,976.73,963.8,970.7,969.03,5929386
2017-07-24,1006.19,990.2728,994.1,998.31,3894298
2017-07-21,995.11,984.17,989,993.84,1461289
2017-07-20,998.68,984.62,997,992.19,1415715
2017-07-19,995.6,987.01,990.01,992.77,1397612
2017-07-18,990.85,972.04,973.36,986.95,1406825
2017-07-17,983.35,970.8,976.32,975.96,1655881
2017-07-14,977.54,970.15,974,976.91,1071565
2017-07-13,978.7,964.8,970.8,968.85,1523367
2017-07-12,969.63,957.04,960.86,967.66,1599395
2017-07-11,954.89,945.12,950.52,953.53,1460582
2017-07-10,953.13,941.95,941.95,951,1411447
2017-07-07,944.66,929.79,930.985,940.81,1618240
2017-07-06,936.14,919.85,925,927.69,2013940
2017-07-05,936.29,918.6305,924.2,932.26,2091688
2017-07-03,934.24,915.31,933.22,919.46,1694811
2017-06-30,944.9995,929.61,943.99,929.68,2284968
2017-06-29,951.66,929.6,951.35,937.82,3203172
2017-06-28,963.24,936.16,950.66,961.01,2738594
2017-06-27,967.22,947.09,961.6,948.09,2441709
2017-06-26,993.99,970.33,990,972.09,1516569
2017-06-23,986.62,974.46,975.5,986.09,1547282
2017-06-22,980.5,973.3148,976.87,976.62,1000823
2017-06-21,979.67,969.16,970.79,978.59,1146174
2017-06-20,980.79,968.2,975.31,968.99,1295749
2017-06-19,979.3,968.2,969.65,975.22,1457679
2017-06-16,959.95,948.7,957.91,958.62,2545774
2017-06-15,960.6775,940.37,948.02,960.18,2359537
2017-06-14,979.7,959.5103,975.5,967.93,1499740
2017-06-13,977.91,962.01,972.04,970.5,2003870
2017-06-12,968,936.795,958.72,961.81,4197440
2017-06-09,1005.5,953.37,1005.49,970.12,3641666
2017-06-08,1005.6,996.62,1004.23,1004.28,1681384
2017-06-07,1003.91,995.81,998.82,1001.59,1372171
2017-06-06,1008.61,994.8,1003.31,996.68,1550707
2017-06-05,1007.4011,995.45,997.89,1003.88,1377881
2017-06-02,996.48,987.07,988.59,996.12,1734937
2017-06-01,993.14,981.29,990.96,988.29,1304027
2017-05-31,999.6,981.68,996.21,987.09,1725641
2017-05-30,997.62,991.3601,992.5,996.17,1516553
2017-05-26,996.39,987.36,992,993.27,1632390
